Client ID,Date,Time,Temparature,Pressure,Humidity,Wind Speed,Wind Direction,Rain
10101,2016-10-18,17:39:37,2633,90819,3969,2.64,280,111111
10101,2016-10-18,17:44:37,2747,90827,3880,5.74,245,111111
10101,2016-10-18,17:49:37,2747,90822,3798,9.27,355,111111
10101,2016-10-18,17:54:37,2636,90845,3812,8.94,240,111111
10101,2016-10-18,17:59:38,2640,90850,3757,7.14,205,111111
10101,2016-10-18,18:04:38,2747,90862,3778,5.83,215,111111
10101,2016-10-18,18:09:38,2633,90860,3846,2,85,111111
10101,2016-10-18,18:14:38,2747,90861,3792,9.59,205,111111
10101,2016-10-18,18:19:38,2747,90856,3874,9.79,95,111111
10101,2016-10-18,18:42:00,2747,90904,3993,7.74,190,111111
10101,2016-10-18,18:47:01,2747,90912,3948,7.07,145,111111
10101,2016-10-18,18:52:01,2747,90918,4009,3.74,230,111111
10101,2016-10-18,18:57:01,2747,90918,3996,3.87,265,111111
10101,2016-10-18,19:02:01,2747,90937,3874,5.38,95,111111
10101,2016-10-18,19:07:01,2747,90937,3989,1.73,90,111111
10101,2016-10-18,19:12:01,2747,90952,4030,1,35,111111
10101,2016-10-18,19:17:01,2747,90960,4023,9.89,220,111111
10101,2016-10-18,19:22:01,2747,90958,4040,5.74,285,111111
10101,2016-10-18,19:27:01,2747,90975,3918,8.48,115,111111
10101,2016-10-18,19:32:01,2747,90986,3914,6.7,15,111111
10101,2016-10-18,19:37:01,2747,91003,3911,7.21,300,111111
10101,2016-10-18,19:42:01,2747,90998,3908,1.73,225,111111
10101,2016-10-18,20:14:29,2777,91056,3495,1.41,310,111111
10101,2016-10-18,20:19:30,2785,91066,3450,7.61,65,111111
10101,2016-10-18,20:24:30,2785,91061,3450,4.79,65,111111
10101,2016-10-18,20:29:30,2787,91080,3450,2.64,15,111111
10101,2016-10-18,20:34:30,2787,91081,3450,5.56,15,111111
10101,2016-10-18,20:39:30,2790,91089,3450,8.88,300,111111
10101,2016-10-18,20:44:30,2788,91092,3450,9.21,350,111111
10101,2016-10-18,20:49:30,2791,91100,3450,3,275,111111
10101,2016-10-18,20:54:30,2791,91103,3450,3.74,275,111111
10101,2016-10-18,20:59:30,2788,91103,3450,9.16,350,111111
10101,2016-10-18,21:04:30,2788,91095,3450,7.14,350,111111
10101,2016-10-18,21:09:30,2789,91114,3450,4.79,325,111111
10101,2016-10-18,21:14:30,2787,91118,3450,7.34,15,111111
10101,2016-10-25,03:21:14,2781,91213,3450,8.42,165,111111
10101,2016-10-25,03:25:14,2787,91207,3450,3.16,15,111111
10101,2016-10-25,03:27:14,2791,91203,3450,4.69,275,111111
10101,2016-10-25,03:05:48,2792,78597,3450,5.65,250,111111
10101,2016-10-25,03:09:48,2797,91216,3450,6.63,125,111111
10101,2016-10-25,03:13:48,2799,91216,3450,3,75,111111
10101,2016-10-25,03:21:48,2798,91209,3450,8.42,100,111111
10101,2016-10-25,03:17:48,2798,91213,3450,8.48,100,111111
10101,2016-10-25,03:25:48,2791,91209,3450,5.29,275,111111
10101,2016-10-25,03:29:48,2793,91219,3450,3,225,111111
10101,2016-10-25,03:33:48,2798,91203,3450,3,100,111111
10101,2016-10-25,03:45:48,2805,91199,3450,4.58,285,111111
10101,2016-10-25,03:41:48,2804,91197,3450,6.78,310,111111
10101,2016-10-25,03:53:49,2804,91193,3450,9.53,310,111111
10101,2016-10-25,03:57:49,2805,91198,3450,5.83,285,111111
10101,2016-10-25,04:05:49,2804,91193,3450,9.27,310,111111
10101,2016-10-25,04:01:49,2804,91183,3450,6.92,310,111111
10101,2016-10-25,04:09:49,2804,91184,3450,6.24,310,111111
10101,2016-10-25,04:13:49,2802,91178,3450,8.88,0,111111
10101,2016-10-25,04:17:49,2802,91183,3450,9.21,0,111111
10101,2016-10-25,04:25:49,2801,91172,3450,6.63,25,111111
10101,2016-10-25,04:29:49,2800,91170,3450,9.84,50,111111
10101,2016-10-25,04:33:49,2800,91172,3450,9.74,50,111111
10101,2016-10-25,04:37:49,2797,91160,3450,5.38,125,111111
10101,2016-10-25,04:41:49,2798,91170,3450,1.73,100,111111
10101,2016-10-25,04:49:50,2797,91151,3450,3.6,125,111111
10101,2016-10-25,04:45:49,2798,91164,3450,9.21,100,111111
10101,2016-10-25,04:53:50,2797,91157,3450,7.28,125,111111
10101,2016-10-25,04:57:50,2795,91163,3450,8.94,175,111111
10101,2016-10-25,05:01:50,2796,91162,3450,5,150,111111
10101,2016-10-25,05:09:50,2795,91155,3450,4.35,175,111111
10101,2016-10-25,05:13:50,2792,91155,3450,7.74,250,111111
10101,2016-10-25,05:21:50,2792,91132,3450,9.43,250,111111
10101,2016-10-25,05:25:50,2790,91146,3450,7.93,300,111111
10101,2016-10-25,05:33:50,2790,91150,3450,5.29,300,111111
10101,2016-10-25,05:29:50,2789,91133,3450,9.94,325,111111
10101,2016-10-25,10:05:09,2747,91287,3578,1,255,111111
10101,2016-10-25,10:09:09,2747,91288,3488,5.19,165,111111
10101,2016-10-25,10:13:09,2747,91284,3450,9.43,295,111111
10101,2016-10-25,10:21:10,2747,91280,3450,4.58,295,111111
10101,2016-10-25,10:17:09,2747,91282,3450,4.58,295,111111
10101,2016-10-25,10:25:10,2747,91277,3450,8.3,295,111111
10101,2016-10-25,10:33:10,2747,91271,3450,8.42,295,111111
10101,2016-10-25,10:29:10,2747,91267,3450,7.81,295,111111
10101,2016-10-25,14:59:05,2776,90826,3450,1.73,290,111111
10101,2016-10-25,15:03:05,2780,90833,3450,9.05,190,111111
10101,2016-10-25,15:11:05,2781,90840,3450,2,165,111111
10101,2016-10-25,15:07:05,2781,90837,3450,8.18,165,111111
10101,2016-10-25,15:00:00,2780,90801,3450,8.54,190,111111
10101,2016-10-25,15:00:01,2780,90840,3450,1,190,111111
10101,2016-10-25,15:02:00,2781,90811,3450,7.93,165,111111
10101,2016-10-25,15:10:01,2780,90840,3450,6,190,111111
10101,2016-10-25,15:38:01,2802,90858,3450,9.38,0,111111
10101,2016-10-25,15:46:01,2800,90871,3450,2.64,50,111111
10101,2016-10-25,15:50:01,2799,90880,3450,3.16,75,111111
10101,2016-10-25,15:58:01,2796,90888,3450,8.36,150,111111
10101,2016-10-25,16:02:01,2800,90893,3450,9.74,50,111111
10101,2016-10-25,16:10:01,2800,90898,3450,7.74,50,111111
10101,2016-10-25,16:06:01,2806,90904,3450,2.44,260,111111
10101,2016-10-25,16:14:01,2804,90904,3450,7.61,310,111111
10101,2016-10-25,16:18:01,2803,90900,3450,2.44,335,111111
10101,2016-10-25,16:22:01,2796,90906,3450,5.47,150,111111
10101,2016-10-26,00:51:41,2749,91057,3450,0,0,111111
10101,2016-10-26,01:37:09,2747,90991,3450,0,0,111111
10101,2016-10-26,01:41:09,2747,90982,3450,0,0,111111
10101,2016-10-26,01:45:09,2747,90979,3450,0,0,111111
10101,2016-10-26,01:49:09,2747,90994,3450,0,0,111111
10101,2016-10-26,01:53:09,2747,90990,3450,0,0,111111
10101,2016-10-26,01:57:09,2747,90991,3450,0,0,111111
10101,2016-10-26,02:01:09,2747,90983,3450,0,0,111111
10101,2016-10-26,02:09:10,2747,90978,3450,0,0,111111
10101,2016-10-26,02:13:10,2747,90980,3450,0,0,111111
10101,2016-10-26,02:21:10,2747,90973,3450,0,0,111111
10101,2016-10-26,02:25:10,2747,90980,3450,0,0,111111
10101,2016-10-26,02:29:10,2747,90976,3450,0,0,111111
10101,2016-10-26,02:33:10,2747,90982,3450,0,0,111111
10101,2016-10-26,02:37:10,2747,90987,3450,0,0,111111
10101,2016-10-26,02:41:10,2747,90984,3450,0,0,111111
10101,2016-10-26,02:45:10,2747,90974,3450,0,0,111111
10101,2016-10-26,02:53:10,2747,90994,3450,0,0,111111
10101,2016-10-26,02:57:10,2747,90985,3450,0,0,111111
10101,2016-10-26,03:01:10,2747,90985,3450,0,0,111111
10101,2016-10-26,03:05:10,2747,91000,3450,0,0,111111
10101,2016-10-26,03:09:11,2747,91003,3450,0,0,111111
10101,2016-10-26,03:13:11,2747,90994,3450,0,0,111111
10101,2016-10-26,03:17:11,2747,90999,3450,0,0,111111
10101,2016-10-26,03:21:11,2747,90997,3450,0,0,111111
10101,2016-10-26,03:25:11,2747,90997,3450,0,0,111111
10101,2016-10-26,03:29:11,2747,91001,3450,0,0,111111
10101,2016-10-26,03:37:11,2747,91025,3450,0,0,111111
10101,2016-10-26,03:41:11,2747,91021,3450,wwww,0,111111
10101,2016-10-26,03:49:11,2747,91029,3450,wwww,0,111111
10101,2016-10-26,03:53:11,2747,91032,3450,wwww,0,111111
10101,2016-10-26,03:24:11,27,910.32,34.5,0,0,
10101,2016-10-26,03:31:21,2747,91032,3450,0,0,111111
10101,2016-10-26,03:32:21,2747,91032,3450,0,0,111111
10101,2016-10-26,03:32:21,2747,91032,3450,0,0,111111
10101,2016-10-26,03:33:21,2747,91032,3450,0,0,111111
10101,2016-10-26,03:34:21,2747,91032,3450,0,0,111111
10101,2016-10-26,03:35:27,2747,91032,3450,0,0,111111
10101,2016-10-26,03:36:30,2747,91032,3450,0,0,111111
10101,2016-10-26,03:37:38,2747,91032,3450,0,0,111111
10101,2016-10-26,03:38:38,2747,91032,3450,0,0,111111
10101,2016-10-26,03:39:38,2747,91032,3450,0,0,111111
10101,2016-10-26,03:40:45,2747,91032,3450,0,0,111111
10101,2016-10-26,03:41:45,2747,91032,3450,0,0,111111
10101,2016-10-26,03:42:48,2747,91032,3450,6,0,111111
10101,2016-10-26,03:43:43,2747,91032,3450,6,0,111111
10101,2016-10-26,03:44:45,2747,91032,3450,6,0,111111
10101,2016-10-26,03:45:46,2747,91032,3450,6,0,111111
10101,2016-10-26,03:46:51,2747,91032,3450,6,0,111111
10101,2016-10-26,03:47:49,2747,91032,3450,6,0,111111
10101,2016-10-26,03:48:42,2747,91032,3450,6,0,111111
10101,2016-10-26,03:49:59,2747,91032,3450,6,0,111111
10101,2016-10-26,03:50:43,2747,91032,3450,6,0,111111
10101,2016-10-26,03:51:48,2747,91032,3450,6,0,111111
10101,2016-10-26,03:52:52,2747,91032,3450,6,0,111111
10101,2016-10-26,03:53:50,2747,91032,3450,6,0,111111
10101,2016-10-26,03:54:43,2747,91032,3450,6,0,111111
10101,2016-10-26,03:55:51,2747,91032,3450,6,0,111111
10101,2016-10-26,03:56:44,2747,91032,3450,6,0,111111
10101,2016-10-26,03:57:53,2747,91032,3450,6,0,111111
10101,2016-10-26,03:58:45,2747,91032,3450,6,0,111111
10101,2016-10-26,03:59:57,2747,91032,3450,6,0,111111
10101,2016-10-26,04:01:38,2747,91032,3450,5,15.1,111111
10101,2016-10-26,04:02:58,2747,91032,3450,5,15.1,111111
10101,2016-10-26,04:03:38,2747,91032,3450,5,15.1,111111
10101,2016-10-26,04:04:48,2747,91032,3450,5,15.1,111111
10101,2016-10-26,04:05:38,2747,91032,3450,5,15.1,111111
10101,2016-10-26,04:06:40,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:07:35,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:08:37,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:09:39,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:10:33,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:11:38,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:12:35,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:13:46,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:14:41,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:15:49,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:16:37,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:17:39,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:18:45,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:19:31,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:20:38,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:21:36,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:22:37,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:23:50,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:24:37,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:25:31,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:26:43,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:27:31,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:28:43,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:29:34,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:31:31,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:33:25,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:34:33,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:35:26,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:36:31,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:37:37,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:38:31,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:39:36,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:40:25,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:41:34,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:42:24,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:43:40,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:44:29,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:45:33,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:46:29,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:47:20,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:48:33,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:49:31,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:50:40,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:51:25,27,91032,3450,5,15.1,111111
10101,2016-10-26,04:52:35,27,91032,3450,5,15.1,111111
10101,2016-11-02,16:47:48,2747,91048,4628,0,-2,111111
10101,2016-11-02,16:48:54,2747,91046,4602,0,63,111111
10101,2016-11-02,16:53:20,2747,91049,4598,0,-1,111111
10101,2016-11-02,16:55:25,2747,91053,4591,0,53,111111
10101,2016-11-02,16:56:34,2747,91046,4591,0,53,111111
10101,2016-11-02,16:58:02,2747,91040,4595,0,52,111111
10101,2016-11-02,16:59:05,2747,91061,4605,0,52,111111
10101,2016-11-02,17:00:07,2747,91048,4605,0,53,111111
10101,2016-11-02,17:01:09,2747,91051,4605,0,-2,111111
10101,2016-11-02,17:02:12,2747,91054,4615,0,-1,111111
10101,2016-11-02,17:03:14,2747,91051,4608,0,-1,111111
10101,2016-11-02,17:04:17,2747,91051,4608,0,48,111111
10101,2016-11-02,17:05:20,2747,91049,4615,0,-1,111111
10101,2016-11-02,17:06:22,2747,91049,4612,0,-2,111111
10101,2016-11-02,17:06:52,2747,91046,4612,0,0,111111
10101,2016-11-02,17:07:58,2747,91048,4612,0,-2,111111
10101,2016-11-02,17:08:28,2747,91054,4612,0,-1,111111
10101,2016-11-02,17:09:06,2747,91059,4615,0,-2,111111
10101,2016-11-02,17:09:36,2747,91056,4618,0,-3,111111
10101,2016-11-02,17:10:12,2747,91055,4615,0,53,111111
10101,2016-11-02,17:10:42,2747,91046,4618,0,53,111111
10101,2016-11-02,17:11:18,2747,91052,4615,0,-2,111111
10101,2016-11-02,17:11:48,2747,91059,4622,0,-1,111111
10101,2016-11-02,17:12:23,2747,91062,4622,0,-1,111111
10101,2016-11-02,17:12:53,2747,91059,4622,0,-1,111111
10101,2016-11-02,17:13:29,2747,91052,4625,0,0,111111
10101,2016-11-02,17:13:59,2747,91067,4625,0,46,111111
10101,2016-11-02,17:14:35,2747,91062,4632,0,46,111111
10101,2016-11-02,17:15:05,2747,91061,4648,0,-1,111111
10101,2016-11-02,17:16:11,2747,91065,4662,0,-1,111111
10101,2016-11-02,17:16:49,2747,91062,4665,0,-1,111111
10101,2016-11-02,17:17:19,2747,91069,4672,0,70,111111
10101,2016-11-02,17:18:54,2747,91069,4648,0,67,111111
10101,2016-11-02,17:20:04,2747,91064,4658,0,0,111111
10101,2016-11-02,17:21:08,2747,91063,4638,0,-1,111111
10101,2016-11-02,17:22:11,2747,91075,4635,0,-1,111111
10101,2016-11-02,17:23:14,2747,91068,4628,0,-3,111111
10101,2016-11-02,17:24:17,2747,91069,4625,0,-1,111111
10101,2016-11-02,17:25:20,2747,91062,4618,0,64,111111
10101,2016-11-02,17:26:22,2747,91064,4622,0,65,111111
10101,2016-11-02,17:27:25,2747,91075,4618,0,64,111111
10101,2016-11-02,17:28:28,2747,91078,4618,0,-3,111111
10101,2016-11-02,17:29:30,2747,91074,4618,0,-3,111111
10101,2016-11-02,17:30:00,2747,91074,4618,0,-2,111111
10101,2016-11-02,17:30:39,2747,91075,4615,0,-3,111111
10101,2016-11-02,17:31:09,2747,91077,4615,0,64,111111
10101,2016-11-02,17:31:44,2747,91078,4615,0,-3,111111
10101,2016-11-02,17:32:14,2747,91085,4622,0,65,111111
10101,2016-11-02,17:32:50,2747,91078,4622,0,65,111111
10101,2016-11-02,17:33:20,2747,91067,4618,0,-2,111111
10101,2016-11-02,17:33:55,2747,91074,4625,0,-3,111111
10101,2016-11-02,17:34:25,2747,91074,4625,0,-3,111111
10101,2016-11-02,17:35:02,2747,91081,4638,0,-2,111111
10101,2016-11-02,17:35:32,2747,91083,4628,0,-2,111111
10101,2016-11-02,17:36:09,2747,91075,4625,0,-2,111111
10101,2016-11-02,17:37:16,2747,91074,4638,0,-2,111111
10101,2016-11-02,17:37:46,2747,91077,4632,0,-2,111111
10101,2016-11-02,17:38:22,2747,91085,4632,0,-1,111111
10101,2016-11-02,17:38:52,2747,91075,4632,0,-1,111111
10101,2016-11-02,17:39:28,2747,91075,4632,0,-2,111111
10101,2016-11-02,17:39:58,2747,91081,4632,0,-3,111111
10101,2016-11-02,17:41:33,2747,91082,4638,0,-3,111111
10101,2016-11-02,17:42:43,2747,91080,4638,0,65,111111
10101,2016-11-02,17:43:45,2747,91081,4635,0,-1,111111
10101,2016-11-02,17:44:47,2747,91081,4632,0,-1,111111
10101,2016-11-02,17:45:49,2747,91096,4645,0,-1,111111
10101,2016-11-02,17:44:47,2747,91081,4632,0,-1,111111
10101,2016-11-02,17:45:49,2747,91096,4645,0,-1,111111
10101,2016-11-02,17:46:52,2747,91091,4638,0,-1,111111
10101,2016-11-02,17:47:54,2747,91078,4638,0,-2,111111
10101,2016-11-02,17:48:57,2747,91094,4632,0,-2,111111
10101,2016-11-02,17:49:59,2747,91100,4638,0,-2,111111
10101,2016-11-02,17:51:03,2747,91096,4635,0,-2,111111
10101,2016-11-02,17:52:36,2747,91098,4652,0,-1,111111
10101,2016-11-02,17:53:14,2747,91109,4652,0,69,111111
10101,2016-11-02,17:53:44,2747,91100,4658,0,69,111111
10101,2016-11-02,17:54:22,2747,91095,4669,0,0,111111
10101,2016-11-02,17:54:52,2747,91103,4699,0,68,111111
10101,2016-11-02,17:55:27,2747,91109,5657,0,0,111111
10101,2016-11-02,17:56:34,2747,91102,5657,0,-2,111111
10101,2016-11-02,17:57:04,2747,91108,5657,0,68,111111
10101,2016-11-02,17:57:40,2747,91115,5657,0,68,111111
10101,2016-11-02,17:58:46,2747,91108,5657,0,0,111111
10101,2016-11-02,17:59:54,2747,91115,5657,0,79,111111
10101,2016-11-02,18:01:00,2747,91113,5657,0,-1,111111
10101,2016-11-02,18:01:30,2747,91119,5657,0,-1,111111
10101,2016-11-02,18:02:06,2747,91113,5657,0,-3,111111
10101,2016-11-02,18:04:13,2747,91120,5657,0,81,111111
10101,2016-11-02,18:05:22,2747,91116,5657,0,0,111111
10101,2016-11-02,18:06:24,2747,91129,5657,0,86,111111
10101,2016-11-02,18:07:26,2747,91132,5657,0,-2,111111
10101,2016-11-02,18:08:29,2747,91128,5657,0,79,111111
10101,2016-11-02,18:09:32,2747,91127,5657,0,-2,111111
10101,2016-11-02,18:10:36,2747,91127,5657,0,79,111111
10101,2016-11-02,18:11:38,2747,91123,5657,0,81,111111
10101,2016-11-02,18:12:41,2747,91124,5657,0,79,111111
10101,2016-11-02,18:13:43,2747,91136,5657,0,69,111111
10101,2016-11-02,18:15:15,2747,91128,5657,0,74,111111
10101,2016-11-02,18:15:55,2747,91136,5657,0,-3,111111
10101,2016-11-02,18:16:25,2747,91137,5657,0,0,111111
10101,2016-11-02,18:17:01,2747,91142,5657,0,-2,111111
10101,2016-11-02,18:17:31,2747,91132,5657,0,-3,111111
10101,2016-11-02,18:18:10,2747,91134,5657,0,80,111111
10101,2016-11-02,18:18:40,2747,91142,5657,0,80,111111
10101,2016-11-02,18:19:17,2747,91134,5657,0,81,111111
10101,2016-11-02,18:19:47,2747,91143,5657,0,81,111111
10101,2016-11-02,18:20:22,2747,91126,5657,0,80,111111
10101,2016-11-02,18:20:52,2747,91140,5657,0,-1,111111
10101,2016-11-02,18:21:27,2747,91131,5657,0,-2,111111
10101,2016-11-02,18:21:57,2747,91151,5657,0,0,111111
10101,2016-11-02,18:22:34,2747,91142,5657,0,79,111111
10101,2016-11-02,18:23:04,2747,91140,5657,0,-1,111111
10101,2016-11-02,18:23:40,2747,91139,5657,0,74,111111
10101,2002-11-16,18:24:49,2747,91138,5657,0,0,111111
10101,2002-11-16,18:25:19,2747,91148,5657,0,-1,111111
10101,2002-11-16,18:26:25,2747,91143,5657,0,75,111111
10101,2002-11-16,18:28:05,2747,91148,5657,0,0,111111
10101,2002-11-16,18:29:09,2747,91158,5657,0,0,111111
10101,2002-11-16,18:30:12,2747,91156,5657,0,80,111111
10101,2002-11-16,18:31:14,2747,91160,5657,0,80,111111
10101,2002-11-16,18:32:16,2747,91160,5657,0,-1,111111
10101,2002-11-16,18:33:19,2747,91160,5657,0,-1,111111
10101,2002-11-16,18:34:21,2641,91152,5657,0,0,111111
10101,2002-11-16,18:35:24,2747,91162,5657,0,-1,111111
10101,2002-11-16,18:36:27,2747,91167,5657,0,-1,111111
10101,2002-11-16,18:37:30,2747,91167,5657,0,-1,111111
10101,2002-11-16,18:38:00,2747,91177,5657,0,-1,111111
10101,2002-11-16,18:38:38,2747,91168,4712,0,-1,111111
10101,2002-11-16,18:39:08,2747,91175,4699,0,-1,111111
10101,2002-11-16,18:39:43,2747,91171,4685,0,-1,111111
10101,2002-11-16,18:40:13,2747,91168,4679,0,-1,111111
10101,2002-11-16,18:40:49,2747,91178,4665,0,-1,111111
10101,2002-11-16,18:41:19,2747,91180,4658,0,-1,111111
10101,2002-11-16,18:41:57,2747,91176,4648,0,-1,111111
10101,2002-11-16,18:42:27,2747,91171,4638,0,-1,111111
